Date,Location,Administered_Cumulative,Administered_Dose1_Pop_Pct,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Series_Complete_Pop_Pct,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average,Additional_Doses_Vax_Pct,Second_Booster_50Plus_Daily,Second_Booster_50Plus_Cumulative,Second_Booster_50Plus_7_Day_Rolling_Average,Second_Booster_50Plus_Vax_Pct,Bivalent_Booster_Daily,Bivalent_Booster_Cumulative,Bivalent_Booster_7_Day_Rolling_Average,Bivalent_Booster_Pop_Pct
8/11/21,US,353205544,59.1,0,729009,243595,167105507,252931,50.3,0,0,0,0,0,0,0,0,0,0,0,0
8/10/21,US,352550944,58.9,0,739114,207538,166861912,254356,50.3,0,0,0,0,0,0,0,0,0,0,0,0
8/9/21,US,351933175,58.8,0,715547,176893,166654374,247815,50.2,0,0,0,0,0,0,0,0,0,0,0,0
8/8/21,US,351400930,58.7,0,706323,274305,166477481,245722,50.1,0,0,0,0,0,0,0,0,0,0,0,0
8/7/21,US,350627188,58.5,0,712389,284920,166203176,250887,50.1,0,0,0,0,0,0,0,0,0,0,0,0
8/6/21,US,349787479,58.4,0,694138,280690,165918256,247739,50,0,0,0,0,0,0,0,0,0,0,0,0
8/5/21,US,348966419,58.2,0,699261,302579,165637566,252664,49.9,0,0,0,0,0,0,0,0,0,0,0,0
8/4/21,US,348102478,58,0,677279,253571,165334987,249563,49.8,0,0,0,0,0,0,0,0,0,0,0,0
8/3/21,US,347377149,57.9,0,681373,161750,165081416,252706,49.7,0,0,0,0,0,0,0,0,0,0,0,0
8/2/21,US,346924345,57.8,0,673185,162243,164919666,249471,49.7,0,0,0,0,0,0,0,0,0,0,0,0
8/1/21,US,346456669,57.7,0,662529,310459,164757423,247385,49.6,0,0,0,0,0,0,0,0,0,0,0,0
7/31/21,US,345640466,57.5,0,657213,262884,164446964,245878,49.5,0,0,0,0,0,0,0,0,0,0,0,0
7/30/21,US,344928514,57.4,0,652085,315164,164184080,249829,49.5,0,0,0,0,0,0,0,0,0,0,0,0
7/29/21,US,344071595,57.2,0,615404,280874,163868916,242107,49.4,0,0,0,0,0,0,0,0,0,0,0,0
7/28/21,US,343361524,57.1,0,608380,275568,163588042,241856,49.3,0,0,0,0,0,0,0,0,0,0,0,0
7/27/21,US,342607540,56.9,0,588024,139108,163312474,240114,49.2,0,0,0,0,0,0,0,0,0,0,0,0
7/26/21,US,342212051,56.8,0,566374,147640,163173366,242807,49.1,0,0,0,0,0,0,0,0,0,0,0,0
7/25/21,US,341818968,56.8,0,582659,299914,163025726,256177,49.1,0,0,0,0,0,0,0,0,0,0,0,0
7/24/21,US,341039972,56.6,0,542932,290536,162725812,247396,49,0,0,0,0,0,0,0,0,0,0,0,0
7/23/21,US,340363922,56.5,0,537109,261111,162435276,249842,48.9,0,0,0,0,0,0,0,0,0,0,0,0
7/22/21,US,339763765,56.4,0,529830,279120,162174165,252232,48.8,0,0,0,0,0,0,0,0,0,0,0,0
7/21/21,US,339102867,56.3,0,516441,263369,161895045,252647,48.8,0,0,0,0,0,0,0,0,0,0,0,0
7/20/21,US,338491374,56.2,0,507020,157961,161631676,279501,48.7,0,0,0,0,0,0,0,0,0,0,0,0
7/19/21,US,338247434,56.1,0,520952,241232,161473715,282070,48.6,0,0,0,0,0,0,0,0,0,0,0,0
7/18/21,US,337740358,56,0,512673,238448,161232483,280849,48.6,0,0,0,0,0,0,0,0,0,0,0,0
7/17/21,US,337239448,56,0,524863,307657,160994035,291374,48.5,0,0,0,0,0,0,0,0,0,0,0,0
7/16/21,US,336604158,55.9,0,519678,277840,160686378,293849,48.4,0,0,0,0,0,0,0,0,0,0,0,0
7/15/21,US,336054953,55.8,0,529879,282022,160408538,302996,48.3,0,0,0,0,0,0,0,0,0,0,0,0
7/14/21,US,335487779,55.7,0,548045,451353,160126516,316906,48.2,0,0,0,0,0,0,0,0,0,0,0,0
7/13/21,US,334942236,55.6,0,532556,175939,159675163,291296,48.1,0,0,0,0,0,0,0,0,0,0,0,0
7/12/21,US,334600770,55.5,0,515119,232688,159499224,282143,48,0,0,0,0,0,0,0,0,0,0,0,0
7/11/21,US,334151648,55.5,0,506771,312119,159266536,277542,48,0,0,0,0,0,0,0,0,0,0,0,0
7/10/21,US,333565404,55.4,0,513550,324986,158954417,281695,47.9,0,0,0,0,0,0,0,0,0,0,0,0
7/9/21,US,332966409,55.3,0,593848,341865,158629431,339076,47.8,0,0,0,0,0,0,0,0,0,0,0,0
7/8/21,US,332345797,55.2,0,599070,379395,158287566,343280,47.7,0,0,0,0,0,0,0,0,0,0,0,0
7/7/21,US,331651464,55.1,0,732848,272083,157908171,431926,47.6,0,0,0,0,0,0,0,0,0,0,0,0
7/6/21,US,331214347,55,0,865929,111865,157636088,490917,47.5,0,0,0,0,0,0,0,0,0,0,0,0
7/5/21,US,330994939,55,0,940081,200485,157524223,535443,47.4,0,0,0,0,0,0,0,0,0,0,0,0
7/4/21,US,330604253,54.9,0,1039561,341189,157323738,613581,47.4,0,0,0,0,0,0,0,0,0,0,0,0
7/3/21,US,329970551,54.9,0,1121064,726653,156982549,685472,47.3,0,0,0,0,0,0,0,0,0,0,0,0
7/2/21,US,328809470,54.7,0,1087156,371295,156255896,662906,47.1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/21,US,328152304,54.6,0,1066443,999915,155884601,661795,47,0,0,0,0,0,0,0,0,0,0,0,0
6/30/21,US,326521526,54.4,0,949925,685022,154884686,585340,46.7,0,0,0,0,0,0,0,0,0,0,0,0
6/29/21,US,325152847,54.2,0,847000,423546,154199664,539284,46.4,0,0,0,0,0,0,0,0,0,0,0,0
6/28/21,US,324414371,54.1,0,833990,747453,153776118,532873,46.3,0,0,0,0,0,0,0,0,0,0,0,0
6/27/21,US,323327328,54,0,765846,844422,153028665,480145,46.1,0,0,0,0,0,0,0,0,0,0,0,0
6/26/21,US,322123103,53.9,0,715044,568689,152184243,437011,45.8,0,0,0,0,0,0,0,0,0,0,0,0
6/25/21,US,321199379,53.8,0,735800,363520,151615554,450935,45.7,0,0,0,0,0,0,0,0,0,0,0,0
6/24/21,US,320687205,53.7,0,816831,464731,151252034,499064,45.6,0,0,0,0,0,0,0,0,0,0,0,0
6/23/21,US,319872053,53.6,0,993840,362628,150787303,618739,45.4,0,0,0,0,0,0,0,0,0,0,0,0
6/22/21,US,319223844,53.5,0,1048167,378669,150424675,665186,45.3,0,0,0,0,0,0,0,0,0,0,0,0
6/21/21,US,318576441,53.4,0,1132945,378360,150046006,732381,45.2,0,0,0,0,0,0,0,0,0,0,0,0
6/20/21,US,317966408,53.3,0,1234838,542482,149667646,820917,45.1,0,0,0,0,0,0,0,0,0,0,0,0
6/19/21,US,317117797,53.2,0,1286438,666161,149125164,858012,44.9,0,0,0,0,0,0,0,0,0,0,0,0
6/18/21,US,316048776,53.1,0,1362712,700418,148459003,909067,44.7,0,0,0,0,0,0,0,0,0,0,0,0
6/17/21,US,314969386,53,0,1325967,1302461,147758585,882190,44.5,0,0,0,0,0,0,0,0,0,0,0,0
6/16/21,US,312915170,52.7,0,1165956,687757,146456124,782287,44.1,0,0,0,0,0,0,0,0,0,0,0,0
6/15/21,US,311886674,52.6,0,1137572,849028,145768367,760915,43.9,0,0,0,0,0,0,0,0,0,0,0,0
6/14/21,US,310645827,52.5,0,1113416,998117,144919339,738668,43.7,0,0,0,0,0,0,0,0,0,0,0,0
6/13/21,US,309322545,52.4,0,1097710,802145,143921222,707414,43.4,0,0,0,0,0,0,0,0,0,0,0,0
6/12/21,US,308112728,52.2,0,1120571,1023547,143119077,715196,43.1,0,0,0,0,0,0,0,0,0,0,0,0
6/11/21,US,306509795,52,0,1055610,512278,142095530,662880,42.8,0,0,0,0,0,0,0,0,0,0,0,0
6/10/21,US,305687618,51.9,0,1138099,603142,141583252,705519,42.6,0,0,0,0,0,0,0,0,0,0,0,0
6/9/21,US,304753476,51.8,0,1120083,538153,140980110,689265,42.5,0,0,0,0,0,0,0,0,0,0,0,0
6/8/21,US,303923667,51.7,0,1074204,693296,140441957,653504,42.3,0,0,0,0,0,0,0,0,0,0,0,0
6/7/21,US,302851917,51.6,0,994370,779338,139748661,593561,42.1,0,0,0,0,0,0,0,0,0,0,0,0
6/6/21,US,301638578,51.5,0,958533,856621,138969323,554572,41.9,0,0,0,0,0,0,0,0,0,0,0,0
6/5/21,US,300268730,51.3,0,937669,657335,138112702,527707,41.6,0,0,0,0,0,0,0,0,0,0,0,0
6/4/21,US,299120522,51.1,0,1002963,810749,137455367,560403,41.4,0,0,0,0,0,0,0,0,0,0,0,0
6/3/21,US,297720928,50.9,0,999474,489368,136644618,553532,41.2,0,0,0,0,0,0,0,0,0,0,0,0
6/2/21,US,296912892,50.8,0,1100084,287825,136155250,615023,41,0,0,0,0,0,0,0,0,0,0,0,0
6/1/21,US,296404240,50.8,0,1230767,273692,135867425,684116,40.9,0,0,0,0,0,0,0,0,0,0,0,0
5/31/21,US,295891325,50.7,0,1285775,506414,135593733,711133,40.8,0,0,0,0,0,0,0,0,0,0,0,0
5/30/21,US,294928850,50.5,0,1315466,668571,135087319,724734,40.7,0,0,0,0,0,0,0,0,0,0,0,0
5/29/21,US,293705050,50.3,0,1394832,886204,134418748,773183,40.5,0,0,0,0,0,0,0,0,0,0,0,0
5/28/21,US,292099778,50.1,0,1500632,762650,133532544,822042,40.2,0,0,0,0,0,0,0,0,0,0,0,0
5/27/21,US,290724607,49.9,0,1618194,919805,132769894,880675,40,0,0,0,0,0,0,0,0,0,0,0,0
5/26/21,US,289212304,49.7,0,1703162,771481,131850089,913809,39.7,0,0,0,0,0,0,0,0,0,0,0,0
5/25/21,US,287788872,49.5,0,1750524,462811,131078608,946130,39.5,0,0,0,0,0,0,0,0,0,0,0,0
5/24/21,US,286890900,49.4,0,1782714,601622,130615797,969653,39.3,0,0,0,0,0,0,0,0,0,0,0,0
5/23/21,US,285720586,49.2,0,1827882,1007712,130014175,1002064,39.2,0,0,0,0,0,0,0,0,0,0,0,0
5/22/21,US,283941223,48.9,0,1872697,1228213,129006463,1034027,38.9,0,0,0,0,0,0,0,0,0,0,0,0
5/21/21,US,281595351,48.6,0,1879526,1173084,127778250,1074230,38.5,0,0,0,0,0,0,0,0,0,0,0,0
5/20/21,US,279397250,48.2,0,1828681,1151743,126605166,1088265,38.1,0,0,0,0,0,0,0,0,0,0,0,0
5/19/21,US,277290173,47.9,0,1801333,997730,125453423,1115140,37.8,0,0,0,0,0,0,0,0,0,0,0,0
5/18/21,US,275535207,47.7,0,1771807,627469,124455693,1125619,37.5,0,0,0,0,0,0,0,0,0,0,0,0
5/17/21,US,274411901,47.5,0,1830360,828503,123828224,1185349,37.3,0,0,0,0,0,0,0,0,0,0,0,0
5/16/21,US,272925411,47.3,0,1886917,1231453,122999721,1248782,37,0,0,0,0,0,0,0,0,0,0,0,0
5/15/21,US,270832342,47.1,0,1926448,1509631,121768268,1305928,36.7,0,0,0,0,0,0,0,0,0,0,0,0
5/14/21,US,268438666,46.8,0,1951333,1271329,120258637,1340531,36.2,0,0,0,0,0,0,0,0,0,0,0,0
5/13/21,US,266596486,46.6,0,2088962,1339869,118987308,1437240,35.8,0,0,0,0,0,0,0,0,0,0,0,0
5/12/21,US,264680844,46.4,0,2159146,1071080,117647439,1471558,35.4,0,0,0,0,0,0,0,0,0,0,0,0
5/11/21,US,263132561,46.2,0,2194787,1045579,116576359,1486824,35.1,0,0,0,0,0,0,0,0,0,0,0,0
5/10/21,US,261599381,46,0,2117025,1272536,115530780,1429608,34.8,0,0,0,0,0,0,0,0,0,0,0,0
5/9/21,US,259716989,45.8,0,2017931,1631473,114258244,1354798,34.4,0,0,0,0,0,0,0,0,0,0,0,0
5/8/21,US,257347205,45.6,0,1983391,1751851,112626771,1314888,33.9,0,0,0,0,0,0,0,0,0,0,0,0
5/7/21,US,254779333,45.3,0,2088522,1948293,110874920,1352514,33.4,0,0,0,0,0,0,0,0,0,0,0,0
5/6/21,US,251973752,45,0,2087608,1580094,108926627,1322526,32.8,0,0,0,0,0,0,0,0,0,0,0,0
5/5/21,US,249566820,44.7,0,2132487,1177945,107346533,1328873,32.3,0,0,0,0,0,0,0,0,0,0,0,0
5/4/21,US,247769049,44.5,0,2194483,645068,106168588,1345876,32,0,0,0,0,0,0,0,0,0,0,0,0
5/3/21,US,246780203,44.4,0,2287393,748868,105523520,1376490,31.8,0,0,0,0,0,0,0,0,0,0,0,0
5/2/21,US,245591469,44.3,0,2418580,1352097,104774652,1428903,31.6,0,0,0,0,0,0,0,0,0,0,0,0
5/1/21,US,243463471,44,0,2546144,2015237,103422555,1477787,31.2,0,0,0,0,0,0,0,0,0,0,0,0
4/30/21,US,240159677,43.6,0,2548207,1738373,101407318,1461617,30.5,0,0,0,0,0,0,0,0,0,0,0,0
4/29/21,US,237360493,43.3,0,2630407,1624524,99668945,1489024,30,0,0,0,0,0,0,0,0,0,0,0,0
4/28/21,US,234639414,43,0,2669644,1296967,98044421,1493110,29.5,0,0,0,0,0,0,0,0,0,0,0,0
4/27/21,US,232407669,42.7,0,2717062,859366,96747454,1503421,29.1,0,0,0,0,0,0,0,0,0,0,0,0
4/26/21,US,230768454,42.5,0,2741021,1115759,95888088,1503272,28.9,0,0,0,0,0,0,0,0,0,0,0,0
4/25/21,US,228661408,42.2,0,2750656,1694289,94772329,1501274,28.5,0,0,0,0,0,0,0,0,0,0,0,0
4/24/21,US,225640460,41.8,0,2824078,1902045,93078040,1515269,28,0,0,0,0,0,0,0,0,0,0,0,0
4/23/21,US,222322230,41.3,0,2862758,1930219,91175995,1509453,27.5,0,0,0,0,0,0,0,0,0,0,0,0
4/22/21,US,218947643,40.9,0,2947229,1653130,89245776,1535355,26.9,0,0,0,0,0,0,0,0,0,0,0,0
4/21/21,US,215951909,40.5,0,3022868,1369140,87592646,1558770,26.4,0,0,0,0,0,0,0,0,0,0,0,0
4/20/21,US,213388238,40.1,0,3015065,858326,86223506,1557317,26,0,0,0,0,0,0,0,0,0,0,0,0
4/19/21,US,211581309,39.9,0,3127038,1101772,85365180,1614156,25.7,0,0,0,0,0,0,0,0,0,0,0,0
4/18/21,US,209406814,39.5,0,3194240,1792257,84263408,1661788,25.4,0,0,0,0,0,0,0,0,0,0,0,0
4/17/21,US,205871913,39,0,3200601,1861333,82471151,1682643,24.8,0,0,0,0,0,0,0,0,0,0,0,0
4/16/21,US,202282923,38.5,0,3349306,2111528,80609818,1772480,24.3,0,0,0,0,0,0,0,0,0,0,0,0
4/15/21,US,198317040,37.9,0,3348189,1817038,78498290,1756452,23.6,0,0,0,0,0,0,0,0,0,0,0,0
4/14/21,US,194791836,37.3,0,3330740,1358969,76681252,1751233,23.1,0,0,0,0,0,0,0,0,0,0,0,0
4/13/21,US,192282781,36.8,0,3384387,1256198,75322283,1757901,22.7,0,0,0,0,0,0,0,0,0,0,0,0
4/12/21,US,189692045,36.4,0,3214893,1435193,74066085,1667717,22.3,0,0,0,0,0,0,0,0,0,0,0,0
4/11/21,US,187047131,35.9,0,3141912,1938247,72630892,1602050,21.9,0,0,0,0,0,0,0,0,0,0,0,0
4/10/21,US,183467709,35.3,0,3111327,2490187,70692645,1547785,21.3,0,0,0,0,0,0,0,0,0,0,0,0
4/9/21,US,178837781,34.5,0,3033045,1999335,68202458,1459667,20.5,0,0,0,0,0,0,0,0,0,0,0,0
4/8/21,US,174879716,33.7,0,3035473,1780505,66203123,1444787,19.9,0,0,0,0,0,0,0,0,0,0,0,0
4/7/21,US,171476655,33.1,0,3029052,1405642,64422618,1402225,19.4,0,0,0,0,0,0,0,0,0,0,0,0
4/6/21,US,168592075,32.6,0,2998533,624911,63016976,1370498,19,0,0,0,0,0,0,0,0,0,0,0,0
4/5/21,US,167187795,32.4,0,3053566,975529,62392065,1396833,18.8,0,0,0,0,0,0,0,0,0,0,0,0
4/4/21,US,165053746,32,0,3084436,1558390,61416536,1403281,18.5,0,0,0,0,0,0,0,0,0,0,0,0
4/3/21,US,161688422,31.4,0,3072527,1873361,59858146,1388053,18,0,0,0,0,0,0,0,0,0,0,0,0
4/2/21,US,157606463,30.7,0,2988825,1895171,57984785,1327087,17.5,0,0,0,0,0,0,0,0,0,0,0,0
4/1/21,US,153631404,30,0,2903730,1482573,56089614,1238540,16.9,0,0,0,0,0,0,0,0,0,0,0,0
3/31/21,US,150273292,29.4,0,2828491,1183555,54607041,1177360,16.4,0,0,0,0,0,0,0,0,0,0,0,0
3/30/21,US,147602345,28.9,0,2769331,809255,53423486,1127074,16.1,0,0,0,0,0,0,0,0,0,0,0,0
3/29/21,US,145812835,28.6,0,2757586,1020667,52614231,1100469,15.8,0,0,0,0,0,0,0,0,0,0,0,0
3/28/21,US,143462691,28.2,0,2711611,1451795,51593564,1064619,15.5,0,0,0,0,0,0,0,0,0,0,0,0
3/27/21,US,140180735,27.6,0,2677034,1446597,50141769,1014993,15.1,0,0,0,0,0,0,0,0,0,0,0,0
3/26/21,US,136684688,27,0,2624410,1275340,48695172,965791,14.7,0,0,0,0,0,0,0,0,0,0,0,0
3/25/21,US,133305295,26.3,0,2510755,1054317,47419832,919766,14.3,0,0,0,0,0,0,0,0,0,0,0,0
3/24/21,US,130473853,25.7,0,2490889,831553,46365515,910902,14,0,0,0,0,0,0,0,0,0,0,0,0
3/23/21,US,128217029,25.3,0,2497025,623016,45533962,927373,13.7,0,0,0,0,0,0,0,0,0,0,0,0
3/22/21,US,126509736,24.9,0,2489697,769718,44910946,939359,13.5,0,0,0,0,0,0,0,0,0,0,0,0
3/21/21,US,124481412,24.5,0,2488734,1104410,44141228,954565,13.3,0,0,0,0,0,0,0,0,0,0,0,0
3/20/21,US,121441497,23.9,0,2439857,1102189,43036818,950940,13,0,0,0,0,0,0,0,0,0,0,0,0
3/19/21,US,118313818,23.3,0,2455116,953165,41934629,990638,12.6,0,0,0,0,0,0,0,0,0,0,0,0
3/18/21,US,115730008,22.7,0,2503731,992268,40981464,1016905,12.3,0,0,0,0,0,0,0,0,0,0,0,0
3/17/21,US,113037627,22.2,0,2473762,946851,39989196,1012147,12,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,US,110737856,21.7,0,2435037,706913,39042345,991469,11.8,0,0,0,0,0,0,0,0,0,0,0,0
3/15/21,US,109081860,21.4,0,2427430,876163,38335432,977484,11.5,0,0,0,0,0,0,0,0,0,0,0,0
3/14/21,US,107060274,21,0,2386932,1079036,37459269,952724,11.3,0,0,0,0,0,0,0,0,0,0,0,0
3/13/21,US,104362495,20.5,0,2350025,1380074,36380233,937618,11.1,0,0,0,0,0,0,0,0,0,0,0,0
3/12/21,US,101128005,19.9,0,2302844,1137032,35000159,898675,10.5,0,0,0,0,0,0,0,0,0,0,0,0
3/11/21,US,98203893,19.3,0,2233006,958966,33863127,4837589,10.2,0,0,0,0,0,0,0,0,0,0,0,0
3/10/21,US,95721290,18.8,0,2168688,802100,32904161,4700594,9.9,0,0,0,0,0,0,0,0,0,0,0,0
3/9/21,US,93692598,18.4,0,2151571,609021,32102061,4586008,9.7,0,0,0,0,0,0,0,0,0,0,0,0
3/8/21,US,92089852,18.1,0,2169981,702839,31493040,4499005,9.5,0,0,0,0,0,0,0,0,0,0,0,0
3/7/21,US,90351750,17.7,0,2159392,973294,30790201,4398600,9.3,0,0,0,0,0,0,0,0,0,0,0,0
3/6/21,US,87912323,17.3,0,2158020,1107479,29816907,4259558,9,0,0,0,0,0,0,0,0,0,0,0,0
3/5/21,US,85008094,16.7,0,2079147,28709428,28709428,4101346,8.6,0,0,0,0,0,0,0,0,0,0,0,0
3/4/21,US,82572848,16.3,0,2042676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/21,US,80540474,15.9,0,2010790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/21,US,78631601,15.6,0,1942788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/21,US,76899987,15.3,0,1817502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/21,US,75236003,15,0,1735053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/21,US,72806180,14.6,0,1645240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/21,US,70454064,14.2,0,1552717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/21,US,68274117,13.9,0,1505193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/21,US,66464947,13.6,0,1454731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/21,US,65032083,13.4,0,1401674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/21,US,64177474,13.3,0,1416701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/21,US,63090634,13.1,0,1458040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/21,US,61289500,12.9,0,1521088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/21,US,59585043,12.6,0,1596355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/21,US,57737767,10.8,0,1621071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/21,US,56281827,10.6,0,1644551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/21,US,55220364,10.4,0,1716311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/21,US,54260570,10.2,0,1691850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/21,US,52884356,10,0,1667631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/21,US,50641884,9.7,0,1657703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/21,US,48410558,9.4,0,1655907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/21,US,46390270,9.1,0,1598080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/21,US,44769970,10.2,0,1555959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/21,US,43206190,9.9,0,1489333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/21,US,42417617,9.7,0,1456459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/21,US,41210937,9.5,0,1441091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/21,US,39037964,9.1,0,1351437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/21,US,36819212,8.7,0,1276364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/21,US,35203710,8.4,0,1287147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/21,US,33878254,8.2,0,1317946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/21,US,32780860,8,0,1319981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/21,US,32222402,7.84,0,1355451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/21,US,31123299,0,0,1324949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/21,US,29577902,0,0,1291416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/21,US,27884661,0,0,1253815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/21,US,26193682,0,0,1235330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/21,US,24652634,0,0,1161050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/21,US,23540994,0,0,1065290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/21,US,22734243,0,0,1038776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/21,US,21848655,0,0,990557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,US,20537990,0,0,925620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,US,19107959,0,0,884336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,US,17546374,0,0,797857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,US,16525281,0,0,808253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,US,16083963,4.18,0,886277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/21,US,15462809,4.03,0,871378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/21,US,14914759,3.88,0,853005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/21,US,14058650,3.65,0,834574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/21,US,12917607,3.35,0,784495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/21,US,11961374,3.12,0,772242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/21,US,10867507,2.87,0,720361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/21,US,9880022,2.66,0,665014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/21,US,9363164,2.54,0,639336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/10/21,US,8943724,2.47,0,613626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9/21,US,8216629,2.31,0,536224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/21,US,7426145,2.12,0,464784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/21,US,6555680,1.91,0,402507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/21,US,5824980,1.72,0,380018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/21,US,5224925,1.56,0,357375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/21,US,4887811,1.46,0,354169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/21,US,4648339,1.39,0,342276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/21,US,4463060,1.33,0,324664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/21,US,4172658,1.25,0,305532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/20,US,3738130,1.12,0,291477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/20,US,3164852,0.95,0,257928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/20,US,2723303,0.82,0,247446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/28/20,US,2408626,0.72,0,229595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/20,US,2252406,0.67,0,228700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/20,US,2190414,0.66,0,249823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/20,US,2033936,0.61,0,254256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/20,US,1697791,0.51,0,224350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/20,US,1359355,0.41,0,186817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/20,US,991182,0.3,0,139792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/20,US,801460,0.24,0,114422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/20,US,651503,0.2,0,93072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/20,US,441650,0.13,0,63093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/20,US,254142,0.08,0,42357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/20,US,127342,0.04,0,25468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/20,US,51634,0.02,0,12909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/20,US,12638,0,0,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/20,US,509,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/20,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0